name,score,genres,type,episodes,premiered,producers,licensors,studios,source,rating,popularity,favorites
Karo to Piyobupt: Ame no Hi,5.34,Fantasy,Movie,1,unknown,"Yamamura Animation, Inc.",unknown,unknown,Original,G - All Ages,11598,0
Dragon Quest Retsuden: Roto no Monshou,6.02,"Adventure, Fantasy, Magic, Shounen",Movie,1,unknown,unknown,unknown,unknown,Game,G - All Ages,9877,0
Usagi to Kame,5.36,Fantasy,Movie,1,unknown,unknown,unknown,unknown,Other,G - All Ages,10571,1
Nonki na Tou-san Ryuuguu Mairi,0,Supernatural,Movie,1,unknown,unknown,unknown,unknown,Other,G - All Ages,14753,0
Saiyuuki: Son Gokuu Monogatari,5.56,Adventure,Movie,1,unknown,unknown,unknown,unknown,Novel,G - All Ages,10409,2
Mikan-bune,4.77,Historical,Movie,1,unknown,unknown,unknown,unknown,Other,G - All Ages,10897,1
Doubutsu Olympic Taikai,5.65,"Comedy, Sports",Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,11134,2
Maabou no Shounen Koukuu Tsuwamono,0,Historical,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,13792,0
Kintarou Taiiku Nikki,5.45,Comedy,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,12566,1
Bollogi Iyagi,5.5,"Dementia, Drama, Romance",ONA,1,unknown,unknown,unknown,unknown,Original,G - All Ages,11904,0
Knyacki!,6.14,"Comedy, Kids, Drama, Fantasy",TV,0,Spring 1995,NHK,unknown,unknown,unknown,PG - Children,11558,2
Shisha no Sho,5.99,"Drama, Supernatural",Movie,1,unknown,Sakura Motion Picture,unknown,unknown,unknown,PG-13 - Teens 13 or older,9980,2
Worku,5.66,"Psychological, Fantasy",ONA,2,unknown,The Village of Marchen,unknown,unknown,unknown,G - All Ages,12365,0
Dambo,5.2,"Music, Fantasy",Music,1,unknown,unknown,unknown,unknown,Original,PG-13 - Teens 13 or older,12201,0
Boku wa Kuma,5.74,"Music, Slice of Life, Kids",Music,1,unknown,"NHK, dwarf",unknown,unknown,Original,G - All Ages,9875,1
Taichi Senjimon,6.34,"Action, Adventure, Fantasy, Magic",TV,39,Spring 2007,unknown,4Kids Entertainment,Toei Animation,unknown,PG - Children,10023,6
Fuku-chan no Sensuikan,5.05,"Comedy, Military, Historical",Movie,1,unknown,unknown,unknown,"Asahi Production, Shochiku Animation Institute",Other,G - All Ages,11900,0
Mahou no Pen,5.59,Historical,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,13106,0
Kick Off 2002,0,Sports,TV,26,Winter 2002,unknown,unknown,unknown,Game,PG - Children,13104,0
Ousama no Shippo,0,Fantasy,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,13554,0
Ponsuke no Udekurabe,0,Action,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,13810,1
Kujira (1952),5.31,Fantasy,Movie,1,unknown,Sakura Color Film,unknown,unknown,Original,G - All Ages,10681,1
Mori no Ongakukai,0,Comedy,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,13364,0
Hana to Chou,5.28,Fantasy,Movie,1,unknown,unknown,unknown,unknown,Original,G - All Ages,11544,0
Onbu Obake,0,Supernatural,Movie,1,unknown,Yomiuri Telecasting,unknown,unknown,Original,G - All Ages,13551,0
Kuroi Kikori to Shiroi Kikori,6.12,Fantasy,Movie,1,unknown,The National Film Center Japan,unknown,unknown,Original,G - All Ages,11747,0
Soukou Kihei Votoms: Pailsen Files Movie,6.64,"Military, Sci-Fi, Space, Mecha",Movie,1,unknown,unknown,unknown,unknown,Original,R - 17+ (violence & profanity),9695,0
Kurogane no Linebarrels Specials,6.57,"Action, Ecchi, Comedy, Mecha",Special,2,unknown,Akita Shoten,Funimation,Gonzo,Manga,R - 17+ (violence & profanity),6657,0
Komadori Eiga: Komaneko,6.42,"Slice of Life, Kids",Movie,1,unknown,dwarf,unknown,unknown,unknown,G - All Ages,12548,2
Quiz Magic Academy: The Original Animation 2,6.07,"Action, Comedy, Fantasy, Magic, School",OVA,1,unknown,Konami Digital Entertainment,unknown,AIC PLUS+,Game,PG-13 - Teens 13 or older,6575,1
Pokemon: Pikachu Tanken Club,6.28,"Adventure, Comedy, Fantasy, Kids",Special,1,unknown,unknown,unknown,OLM,unknown,PG - Children,6184,2
Gowapper 5 Gordam,6.19,"Action, Adventure, Mecha, Sci-Fi",TV,36,Spring 1976,unknown,unknown,Tatsunoko Production,Original,PG-13 - Teens 13 or older,11914,1
Fate/stay night TV Reproduction,6.88,"Action, Supernatural, Magic, Romance, Fantasy, Shounen",OVA,2,unknown,unknown,unknown,Studio Deen,Visual novel,PG-13 - Teens 13 or older,2733,52
Kaitou Reinya,5.7,Comedy,TV,12,Winter 2010,Kadokawa Pictures Japan,unknown,Stingray,4-koma manga,PG - Children,7806,2
Umineko no Naku Koro ni Specials,6.44,"Comedy, Parody",Special,26,unknown,Frontier Works,unknown,Studio Deen,unknown,PG-13 - Teens 13 or older,4248,21
Idol Ace,5.33,Comedy,ONA,1,unknown,unknown,unknown,OLM,unknown,PG-13 - Teens 13 or older,10788,2
Kita e.: Diamond Dust Drops Special,6.32,"Drama, Slice of Life",Special,1,unknown,unknown,unknown,unknown,Visual novel,PG-13 - Teens 13 or older,10087,0
Bakunyuu Bomb,6.16,Hentai,OVA,3,unknown,"ChiChinoya, Studio Ten Carat",unknown,unknown,Original,Rx - Hentai,7031,22
Oh! Family,0,"Slice of Life, Comedy, Romance, Drama, Shoujo",TV,26,Fall 1986,Knack Productions,unknown,unknown,Manga,G - All Ages,11080,1
Gokinjo Monogatari the Movie,6.45,"Comedy, Drama, Romance",Movie,1,unknown,unknown,unknown,Toei Animation,Original,G - All Ages,8501,2
Happy☆Lesson: Hoka Hoka★Kanna to Futari Kiri,6.66,"Comedy, Harem, Romance",Special,1,unknown,KSS,unknown,unknown,Manga,G - All Ages,7623,0
Ikkitousen: Xtreme Xecutor,6.78,"Action, Ecchi, Martial Arts, School, Super Power",TV,12,Spring 2010,Genco,Funimation,"Arms, TNK",Manga,R+ - Mild Nudity,2487,50
Otome Chibaku Yuugi,6.43,Hentai,OVA,2,unknown,Suzuki Mirano,unknown,unknown,Visual novel,Rx - Hentai,6810,14
Reijoku no Yakata,6.11,Hentai,OVA,2,unknown,Digital Works,unknown,Y.O.U.C,Visual novel,Rx - Hentai,7703,4
Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,6.38,Hentai,OVA,2,unknown,unknown,unknown,PoRO,Visual novel,Rx - Hentai,6888,7
Saraiya Goyou,7.82,"Mystery, Historical, Drama, Samurai, Seinen",TV,12,Spring 2010,"Dentsu, Media Factory, Movic, Fuji TV, Shogakukan","NIS America, Inc.",Manglobe,Manga,PG-13 - Teens 13 or older,1809,744
Mayoi Neko Overrun!,6.72,"Comedy, Harem, Romance",TV,13,Spring 2010,"Geneon Universal Entertainment, Frontier Works, KlockWorx",unknown,AIC,Light novel,PG-13 - Teens 13 or older,1233,206
Tono to Issho,6.56,"Comedy, Historical, Parody, Samurai, Seinen",OVA,1,unknown,Frontier Works,unknown,Gathering,4-koma manga,PG-13 - Teens 13 or older,7389,7
Nurarihyon no Mago,7.65,"Action, Demons, Shounen, Supernatural",TV,24,Summer 2010,"Yomiuri Telecasting, Yomiko Advertising, Pony Canyon, Toho, Shueisha, BS11, Hakuhodo DY Media Partners, Imagine",VIZ Media,Studio Deen,Manga,PG-13 - Teens 13 or older,659,1345
Kiss x Sis (TV),6.71,"Harem, Comedy, Romance, Ecchi, School, Seinen",TV,12,Spring 2010,Starchild Records,unknown,feel.,Manga,R+ - Mild Nudity,292,1547
Haiyoru! Nyaruani,6.29,"Comedy, Parody, Sci-Fi",OVA,9,unknown,SoftBank Creative,unknown,DLE,Light novel,PG-13 - Teens 13 or older,3184,25
"Boku, Otaryman.",6.16,"Comedy, Seinen, Slice of Life",OVA,1,unknown,Liverpool,unknown,"Panda Factory, Studio PuYUKAI",Manga,PG-13 - Teens 13 or older,7132,2
Loups=Garous,6.3,"Sci-Fi, Mystery, Thriller",Movie,1,unknown,Trans Arts,Sentai Filmworks,Production I.G,Novel,R - 17+ (violence & profanity),4036,9
Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,6.32,Fantasy,OVA,3,unknown,unknown,unknown,Sunrise,unknown,0,11638,0
Parasol Henbei,6.05,"Adventure, Comedy, Fantasy, Kids, Magic",TV,200,Fall 1989,unknown,unknown,unknown,unknown,PG - Children,12408,2
Anju to Zushioumaru,6.07,"Historical, Fantasy",Movie,1,unknown,unknown,unknown,Toei Animation,Other,G - All Ages,9605,4
Issho ni Ecchi,5.85,Hentai,OVA,1,unknown,Pink Pineapple,unknown,G-Lam,Original,Rx - Hentai,7476,18
Haha Sange,5.8,Hentai,OVA,2,unknown,Y.O.U.C,unknown,unknown,Visual novel,Rx - Hentai,6691,23
Michi (Movie),7.02,"Slice of Life, Drama",Movie,4,unknown,Tomoyasu Murata Company,unknown,unknown,Original,G - All Ages,11864,4
Atelier Petros Joukuu Gekijou: Sentaku Shima no Sentaku Tori,4.31,"Comedy, Fantasy",ONA,1,unknown,The Village of Marchen,unknown,unknown,Original,G - All Ages,11834,0
Gegege no Kitarou (1996),6.69,"Adventure, Demons, Supernatural",TV,114,Winter 1996,unknown,unknown,Toei Animation,Manga,G - All Ages,8190,5
Chuumon no Ooi Ryouriten,5.63,"Horror, Supernatural, Fantasy",Movie,1,unknown,Gakken,unknown,unknown,Book,G - All Ages,10787,0
Yousei Dick,0,"Fantasy, Kids",TV,26,Summer 1992,"Marubeni, Grouper Productions",unknown,unknown,unknown,PG - Children,12918,5
Umi no Triton (1979),6.15,"Adventure, Fantasy, Shounen",Movie,2,unknown,Tohokushinsha Film Corporation,unknown,unknown,Manga,G - All Ages,12021,0
Mitsudomoe,7.59,"Comedy, School, Slice of Life",TV,13,Summer 2010,"Aniplex, Lantis, Cospa, Studio Mausu, Akita Shoten",unknown,Bridge,Manga,PG-13 - Teens 13 or older,1512,568
The Arari Show,0,"Comedy, Drama, Slice of Life",TV,26,Summer 2006,unknown,unknown,unknown,unknown,PG - Children,14935,0
Ari no Seikatsu,0,Fantasy,Movie,1,unknown,The Village of Marchen,unknown,unknown,unknown,G - All Ages,14201,0
Shounen Santa no Daibouken!,0,"Adventure, Fantasy, Shounen",TV,24,Spring 1996,"TBS, K-Factory",unknown,Studio Deen,Novel,G - All Ages,13639,2
Domo-kun,6.36,"Slice of Life, Comedy, Kids",TV,37,Winter 1999,NHK,unknown,dwarf,Original,G - All Ages,8851,7
Heartcatch Precure!,7.79,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo",TV,49,Winter 2010,unknown,unknown,Toei Animation,Original,G - All Ages,3335,509
Yawarakame♥,0,"Comedy, Kids",ONA,26,unknown,unknown,unknown,ufotable,Original,0,12457,2
Arakawa Under the Bridge,7.6,"Comedy, Romance, Seinen",TV,13,Spring 2010,"Square Enix, Starchild Records, Rakuonsha","NIS America, Inc.",Shaft,Manga,PG-13 - Teens 13 or older,485,2132
Ningen Shikkaku: Director's Cut-ban,7.51,"Drama, Historical, Psychological, Seinen",Movie,1,unknown,unknown,unknown,Madhouse,Novel,R - 17+ (violence & profanity),5369,46
Tokyo Magnitude 8.0 Recap,7.08,Drama,Special,1,unknown,unknown,Maiden Japan,"Bones, Kinema Citrus",Original,PG-13 - Teens 13 or older,5610,8
Major S6,8.38,"Comedy, Drama, Shounen, Sports",TV,25,Spring 2010,NHK,unknown,SynergySP,Manga,PG-13 - Teens 13 or older,2246,426
Aisubeki Mirai e,6.34,Music,Music,1,unknown,Avex Entertainment,unknown,unknown,unknown,G - All Ages,9830,0
Giant Killing,7.58,"Sports, Drama, Seinen",TV,26,Spring 2010,NHK,unknown,Studio Deen,Manga,PG-13 - Teens 13 or older,2047,339
Shinrei Tantei Yakumo,7.35,"Mystery, Horror, Supernatural",TV,13,Fall 2010,"NHK, Sogo Vision, NHK-BS2",Sentai Filmworks,Bee Train,Novel,PG-13 - Teens 13 or older,1266,547
Nils no Fushigi na Tabi (Movie),6.38,"Kids, Adventure, Fantasy",Movie,1,unknown,unknown,unknown,Studio Pierrot,Novel,G - All Ages,10779,1
Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,6.35,"Comedy, Sci-Fi, Shounen",Movie,1,unknown,unknown,Discotek Media,Toei Animation,Manga,PG-13 - Teens 13 or older,9240,1
Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,6.24,"Comedy, Sci-Fi, Shounen",Movie,1,unknown,unknown,Discotek Media,Toei Animation,Manga,PG-13 - Teens 13 or older,10233,0
Suki Desu Suzuki-kun!!,5.98,Romance,OVA,2,unknown,unknown,unknown,unknown,unknown,PG-13 - Teens 13 or older,6610,8
"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",6.91,"Comedy, Fantasy, School",OVA,1,unknown,"Lantis, Pony Canyon, Enterbrain, Kadokawa Contents Gate, T.O Entertainment",unknown,Production I.G,Light novel,PG-13 - Teens 13 or older,3876,12
Bakuman.,8.23,"Comedy, Drama, Romance, Shounen",TV,25,Fall 2010,"NHK, Shueisha",Media Blasters,J.C.Staff,Manga,PG-13 - Teens 13 or older,242,8762
Kyouryuu Wakusei,0,"Adventure, Fantasy, Historical, Sci-Fi",TV,60,Spring 1993,Studio Junio,unknown,unknown,Original,PG - Children,12764,0
Suiren no Hito,0,Drama,Movie,1,unknown,Tomoyasu Murata Company,unknown,unknown,unknown,PG - Children,13145,0
Tokimeki Memorial 4 OVA,6.12,Harem,OVA,1,unknown,unknown,unknown,Asahi Production,Visual novel,PG-13 - Teens 13 or older,9079,1
Pokemon Movie 13: Genei no Hasha Zoroark,6.89,"Action, Adventure, Fantasy, Kids",Movie,1,unknown,"VIZ Media, Studio Jack",The Pokemon Company International,OLM,Game,PG - Children,2206,37
Sangokushi: Dai Ichi Bu - Eiyuu-tachi no Yoake,0,Historical,Movie,1,unknown,Shinano Kikaku,Discotek Media,unknown,unknown,PG-13 - Teens 13 or older,12616,1
Sangokushi: Dai Ni Bu - Choukou Moyu!,0,"Action, Historical",Movie,1,unknown,Shinano Kikaku,unknown,unknown,unknown,PG-13 - Teens 13 or older,12387,0
Sangokushi: Dai San Bu - Harukanaru Taichi,0,"Action, Historical",Movie,1,unknown,Shinano Kikaku,unknown,Toei Animation,unknown,PG-13 - Teens 13 or older,12747,0
Starry☆Sky,6.14,"Harem, School, Shoujo",ONA,26,unknown,"Frontier Works, Sotsu",unknown,Studio Deen,Visual novel,PG-13 - Teens 13 or older,2316,155
Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,6.54,Hentai,OVA,4,unknown,unknown,unknown,PoRO,Visual novel,Rx - Hentai,5272,41
Peng You Town,0,"Kids, Slice of Life",Special,1,unknown,Tomoyasu Murata Company,unknown,unknown,unknown,G - All Ages,13638,0
Karigurashi no Arrietty,7.94,Fantasy,Movie,1,unknown,unknown,Walt Disney Studios,Studio Ghibli,Novel,G - All Ages,629,728
Kansen 2: Inzai Toshi,6.37,Hentai,OVA,2,unknown,unknown,unknown,Suzuki Mirano,Visual novel,Rx - Hentai,6500,7
Nihon Mukashibanashi: Saru Kani,5.6,Fantasy,Movie,1,unknown,Gakken,unknown,unknown,Other,G - All Ages,13329,0
Auto Mommy,0,Fantasy,Movie,1,unknown,Sovat Theater,unknown,unknown,unknown,PG-13 - Teens 13 or older,12763,1
Denshinbashira Elemi no Koi,6.16,Fantasy,Movie,1,unknown,Sovat Theater,unknown,unknown,Original,G - All Ages,8316,7
Ookiku Furikabutte: Natsu no Taikai-hen,8.04,"Comedy, Seinen, Sports",TV,13,Spring 2010,"Aniplex, Mainichi Broadcasting System, TBS, Kodansha, Movic, Rakuonsha",Nozomi Entertainment,A-1 Pictures,Manga,PG-13 - Teens 13 or older,2656,190
Yans! Gans! Meat or Die,0,"Adventure, Comedy",ONA,12,unknown,Toho,unknown,unknown,unknown,PG - Children,13483,1
Hipira-kun,6.12,"Comedy, Fantasy, Kids, Supernatural, Vampire",TV,10,Fall 2009,unknown,unknown,Sunrise,Picture book,PG - Children,7965,1
Shiki,7.79,"Horror, Mystery, Supernatural, Thriller, Vampire",TV,22,Summer 2010,"Aniplex, Dentsu, Fuji TV, DAX Production, Shueisha",Funimation,Daume,Manga,R - 17+ (violence & profanity),272,7246
Hellsing: Psalm of the Darkness,6.96,"Action, Supernatural, Vampire, Seinen",Special,1,unknown,Pioneer LDC,unknown,Gonzo,Manga,R - 17+ (violence & profanity),3235,44
Hokkyoku no Muushika Miishika,5.88,Adventure,Movie,1,unknown,Mushi Production,unknown,unknown,unknown,G - All Ages,12564,0
Issho ni H Shiyo,6.77,Hentai,OVA,6,unknown,ChiChinoya,unknown,unknown,Original,Rx - Hentai,5218,56
11eyes: Momoiro Genmutan,6.06,"Ecchi, Comedy, Super Power, Supernatural",Special,1,unknown,Marvelous,Sentai Filmworks,Doga Kobo,Visual novel,R+ - Mild Nudity,2646,36
Queen's Blade: Gyokuza wo Tsugu Mono Specials,6.18,"Action, Adventure, Ecchi, Fantasy",Special,6,unknown,"Genco, Media Factory, Hobby Japan",Media Blasters,Arms,Other,R+ - Mild Nudity,4775,8
Fight Ippatsu! Juuden-chan!! Specials,6.56,"Ecchi, Comedy",Special,6,unknown,unknown,Media Blasters,Studio Hibari,unknown,R+ - Mild Nudity,5889,3
Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,7.22,"Action, Comedy, Shounen, Supernatural",OVA,1,unknown,Shogakukan-Shueisha Productions,unknown,SynergySP,unknown,PG-13 - Teens 13 or older,5971,1
Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,7.26,"Hentai, School, Yuri",OVA,1,unknown,unknown,unknown,ChuChu,Visual novel,Rx - Hentai,2438,516
DigiGirl Pop!: Strawberry & Pop Mix Flavor,0,"Comedy, Sci-Fi",TV,26,Winter 2003,"GDH, HoriPro, Kids Station, Pioneer LDC",unknown,Creators Dot Com,unknown,PG - Children,12933,3
Midnight Horror School,0,Comedy,TV,52,Fall 2003,Milky Cartoon,unknown,unknown,unknown,0,11642,0
Bao Lian Deng,6.28,"Action, Adventure, Fantasy",Movie,1,unknown,Shanghai Animation Film Studio,unknown,unknown,Other,G - All Ages,12200,0
Saki Picture Drama,6.23,"Comedy, Slice of Life",Special,7,unknown,unknown,unknown,Gonzo,Manga,PG-13 - Teens 13 or older,7231,6
Masuda Kousuke Gekijou Gag Manga Biyori +,7.05,Comedy,TV,12,Winter 2010,"Bandai Visual, Yomiuri Telecasting, Kids Station, Shueisha",unknown,Studio Deen,Manga,PG-13 - Teens 13 or older,8835,0
"Yondemasu yo, Azazel-san.",7.6,"Comedy, Demons, Supernatural",OVA,4,unknown,unknown,unknown,Production I.G,Manga,R+ - Mild Nudity,3133,66
Tantei Opera Milky Holmes,6.94,"Mystery, Comedy, Super Power",TV,12,Fall 2010,"Sotsu, Lantis, Pony Canyon, Dwango, Bushiroad, Good Smile Company, Chrono Gear Creative",unknown,J.C.Staff,Original,PG-13 - Teens 13 or older,2564,217
Ookami-san to Shichinin no Nakama-tachi,7.22,"Comedy, Parody, Romance",TV,12,Summer 2010,"Genco, Marvelous, Media Factory, AT-X, Magic Capsule, flying DOG",Funimation,J.C.Staff,Light novel,PG-13 - Teens 13 or older,614,784
Yutori-chan,6.11,"Slice of Life, Comedy",ONA,25,unknown,BIGLOBE,unknown,Actas,Original,G - All Ages,6469,1
Chiisana Jumbo,5.8,"Fantasy, Music, Kids",Movie,1,unknown,Sanrio,unknown,unknown,unknown,G - All Ages,12174,0
"Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!",6.7,"Comedy, Ecchi, Fantasy",OVA,1,unknown,Marvelous,Sentai Filmworks,Doga Kobo,Visual novel,R+ - Mild Nudity,5666,3
Futatsu no Kurumi,6.51,Drama,Special,1,unknown,TV Asahi,unknown,Shin-Ei Animation,unknown,PG - Children,10685,1
Andersen Monogatari (TV),6.21,"Kids, Fantasy, Drama",TV,52,Winter 1971,"Mushi Production, Fuji TV",unknown,unknown,unknown,PG - Children,11092,1
Gothicmade: Hana no Utame,0,"Mecha, Romance, Sci-Fi",Movie,1,unknown,Kadokawa Shoten,unknown,Automatic Flowers Studio,unknown,0,7790,3
Kämpfer Picture Drama,5.43,Comedy,Special,1,unknown,unknown,Sentai Filmworks,Nomad,Light novel,PG-13 - Teens 13 or older,4374,8
Yojouhan Shinwa Taikei,8.61,"Mystery, Comedy, Psychological, Romance",TV,11,Spring 2010,"Dentsu, Kadokawa Shoten, Fuji TV, Toho, Asmik Ace, Tohokushinsha Film Corporation, Sony Music Entertainment, Fujipacific Music",Funimation,Madhouse,Novel,R - 17+ (violence & profanity),454,14335
Arabian Nights: Sindbad no Bouken,5.41,"Action, Adventure, Fantasy",Movie,1,unknown,unknown,unknown,Toei Animation,Book,PG-13 - Teens 13 or older,9994,1
K-On!!,8.15,"Comedy, Music, School, Slice of Life",TV,26,Spring 2010,"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do",Sentai Filmworks,Kyoto Animation,4-koma manga,PG-13 - Teens 13 or older,233,11530
Ring ni Kakero 1: Kage Dou-hen,6.42,"Action, Shounen, Sports",TV,6,Spring 2010,unknown,unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,9817,12
Challenge Ichinensei de Kakkoii Ichinensei ni Henshin!,0,Kids,OVA,1,unknown,unknown,unknown,unknown,unknown,PG - Children,13492,1
Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,6.66,"Comedy, Romance",ONA,1,unknown,unknown,Funimation,SILVER LINK.,Light novel,PG-13 - Teens 13 or older,2631,22
Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,5.66,"Slice of Life, Magic, Comedy, Shoujo",Movie,1,unknown,unknown,unknown,Toei Animation,unknown,G - All Ages,11340,0
Zukkoke Knight: Don De La Mancha,0,"Adventure, Comedy, Historical, Romance",TV,23,Spring 1980,"Ashi Production, Kokusai Eigasha",unknown,unknown,unknown,G - All Ages,12074,3
3-tsu no Kumo,4.79,Dementia,Movie,3,unknown,unknown,unknown,unknown,Original,R+ - Mild Nudity,9493,4
Yami wo Mitsumeru Hane,5.09,Dementia,Movie,1,unknown,unknown,unknown,unknown,Original,R+ - Mild Nudity,10414,10
Yoru no Okite,4.24,Dementia,Movie,1,unknown,unknown,unknown,unknown,Original,R - 17+ (violence & profanity),9836,0
Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,6.16,"Comedy, Sci-Fi, Shounen",Movie,1,unknown,unknown,unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,10362,1
B-gata H-kei,6.94,"Comedy, Ecchi, Romance, School, Seinen",TV,12,Spring 2010,"Dentsu, AT-X, DAX Production, Happinet Pictures, BIGLOBE, Shueisha, AG-ONE, RAY",Funimation,"Hal Film Maker, TYO Animations",4-koma manga,R+ - Mild Nudity,423,2372
Yousei Ou,5.63,"Fantasy, Shoujo",OVA,1,unknown,Kadokawa Shoten,unknown,Madhouse,Manga,R+ - Mild Nudity,10105,0
Notari Matsutarou,0,Sports,OVA,10,unknown,Mushi Production,unknown,unknown,unknown,0,11940,1
Kiekaketa Monogataritachi no Tame ni,5.03,Dementia,Movie,1,unknown,unknown,unknown,unknown,Original,R+ - Mild Nudity,10853,3
The Place Where We Were,0,Dementia,Movie,1,unknown,unknown,unknown,unknown,Original,R+ - Mild Nudity,12630,0
Seton Doubutsuki,6.73,"Adventure, Fantasy",TV,45,Fall 1989,unknown,unknown,unknown,unknown,G - All Ages,12251,2
Kage no Kodomo,0,Dementia,Movie,1,unknown,unknown,unknown,unknown,Original,PG-13 - Teens 13 or older,13375,0
Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,6.77,"Comedy, Historical",Special,7,unknown,unknown,Funimation,Production I.G,unknown,PG-13 - Teens 13 or older,6514,11
Sora no Otoshimono: Project Pink,7.43,"Sci-Fi, Harem, Comedy, Supernatural, Ecchi, Shounen",OVA,1,unknown,NTT Docomo,Funimation,AIC ASTA,Manga,PG-13 - Teens 13 or older,1470,180
Versailles no Bara to Onna-tachi,7.09,"Historical, Drama, Shoujo",Special,1,unknown,Tokyo Movie Shinsha,unknown,unknown,unknown,PG-13 - Teens 13 or older,7836,41
Transformers: Robot Masters,5.52,Mecha,Special,2,unknown,Takara,unknown,unknown,unknown,G - All Ages,10567,1
SF Lolita Fantasy Ome-1,5.13,"Hentai, Parody, Sci-Fi",OVA,2,unknown,unknown,unknown,unknown,unknown,Rx - Hentai,11525,2
